tickMs,frameSerial,sensorSampleTime,qx,qy,qz,qw
58527250,1523,58527.313988283,-0.10819674,-0.14318225,0.00439937,-0.98375452
58527453,1538,58527.522323683,-0.10812210,-0.14317715,0.00441771,-0.98376340
58527656,1550,58527.702881083,-0.10805815,-0.14315364,0.00439767,-0.98377401
58527875,1562,58527.913653155,-0.10808843,-0.14319825,0.00440204,-0.98376411
58528078,1576,58528.132556355,-0.10805697,-0.14323927,0.00445962,-0.98376137
58528281,1591,58528.340892355,-0.10811165,-0.14325042,0.00440713,-0.98375398
58528484,1606,58528.549228055,-0.10813653,-0.14320576,0.00437889,-0.98375785
58528687,1620,58528.743674255,-0.10807823,-0.14319742,0.00442197,-0.98376524
58528890,1635,58528.949787904,-0.10810463,-0.14317888,0.00440144,-0.98376518
58529093,1650,58529.158123204,-0.10808130,-0.14322567,0.00441780,-0.98376089
58529312,1665,58529.366458704,-0.10807873,-0.14319980,0.00434095,-0.98376518
58529515,1680,58529.574794204,-0.10805829,-0.14322658,0.00438672,-0.98376334
58529718,1694,58529.769240404,-0.10812759,-0.14325173,0.00440569,-0.98375207
58529921,1709,58529.977453581,-0.10808105,-0.14318469,0.00437876,-0.98376703
58530125,1723,58530.185789181,-0.10812321,-0.14318928,0.00439471,-0.98376161
58530328,1737,58530.399472127,-0.10807700,-0.14321931,0.00434122,-0.98376262
58530531,1752,58530.605838028,-0.10806775,-0.14316705,0.00442086,-0.98377085
58530734,1766,58530.798747007,-0.10813379,-0.14321487,0.00446028,-0.98375642
58530953,1781,58531.007176321,-0.10812137,-0.14329025,0.00439143,-0.98374718
58531156,1796,58531.215511621,-0.10810132,-0.14324565,0.00437182,-0.98375589
58531359,1811,58531.423847221,-0.10811834,-0.14324315,0.00446595,-0.98375404
58531562,1823,58531.626252321,-0.10811156,-0.14323327,0.00440959,-0.98375648
58531765,1835,58531.821476221,-0.10812508,-0.14322680,0.00440289,-0.98375589
58531968,1849,58532.028163369,-0.10811801,-0.14316994,0.00440145,-0.98376495
58532171,1862,58532.241862969,-0.10811520,-0.14325783,0.00439966,-0.98375249
58532375,1877,58532.450202069,-0.10809655,-0.14322513,0.00435294,-0.98375958
