tickMs,frameSerial,sensorSampleTime,qx,qy,qz,qw
58572984,4706,58573.069539642,-0.10815160,-0.14315473,0.00437691,-0.98376364
58573187,4719,58573.258394589,-0.10818174,-0.14317018,0.00440005,-0.98375797
58573390,4734,58573.462280116,-0.10818358,-0.14310719,0.00439163,-0.98376691
58573593,4749,58573.669871762,-0.10832556,-0.14307810,0.00437215,-0.98375571
58573796,4763,58573.878207562,-0.10821932,-0.14311129,0.00438651,-0.98376244
58574015,4777,58574.078992545,-0.10819103,-0.14311562,0.00437639,-0.98376495
58574218,4792,58574.287327445,-0.10821167,-0.14311583,0.00439860,-0.98376256
58574421,4807,58574.495662445,-0.10821537,-0.14318125,0.00436490,-0.98375285
58574625,4821,58574.690108945,-0.10822421,-0.14312005,0.00439113,-0.98376060
58574828,4835,58574.886256321,-0.10816851,-0.14307107,0.00440618,-0.98377377
58575031,4849,58575.094591421,-0.10820995,-0.14306937,0.00437808,-0.98376966
58575234,4864,58575.313111944,-0.10818740,-0.14306171,0.00443531,-0.98377299
58575437,4879,58575.517613605,-0.10820858,-0.14308538,0.00438777,-0.98376739
58575656,4893,58575.709019190,-0.10824686,-0.14305386,0.00436922,-0.98376787
58575859,4908,58575.918433040,-0.10824059,-0.14311488,0.00442343,-0.98375946
58576062,4923,58576.126769140,-0.10825606,-0.14308584,0.00440143,-0.98376203
58576265,4937,58576.321216140,-0.10830770,-0.14304993,0.00443867,-0.98376143
58576468,4952,58576.543474140,-0.10827572,-0.14309110,0.00437326,-0.98375928
58576671,4966,58576.737921340,-0.10834709,-0.14308766,0.00428240,-0.98375225
58576875,4980,58576.942197744,-0.10841072,-0.14309558,0.00436404,-0.98374379
58577078,4993,58577.153355644,-0.10836791,-0.14307654,0.00432316,-0.98375148
58577296,5007,58577.347802344,-0.10833674,-0.14310236,0.00444108,-0.98375064
58577500,5020,58577.553163244,-0.10834152,-0.14312555,0.00444905,-0.98374671
58577703,5034,58577.766533044,-0.10833458,-0.14310804,0.00439212,-0.98375022
58577906,5049,58577.968205036,-0.10827372,-0.14304484,0.00438700,-0.98376608
58578109,5063,58578.176543036,-0.10817052,-0.14309713,0.00439069,-0.98376983
58578312,5077,58578.370989736,-0.10821301,-0.14310172,0.00437129,-0.98376465
58578531,5092,58578.579325836,-0.10823914,-0.14309564,0.00437373,-0.98376262
58578734,5107,58578.787661336,-0.10822831,-0.14309508,0.00439175,-0.98376375
58578937,5121,58578.974236824,-0.10820335,-0.14312260,0.00434574,-0.98376274
58579140,5136,58579.182572824,-0.10819084,-0.14313823,0.00437314,-0.98376179
58579343,5150,58579.390908124,-0.10819899,-0.14311533,0.00434982,-0.98376423
58579546,5163,58579.602277819,-0.10815109,-0.14306256,0.00432512,-0.98377734
58579750,5178,58579.810722953,-0.10812787,-0.14304350,0.00434061,-0.98378259
58579953,5193,58580.019081826,-0.10814027,-0.14307508,0.00438473,-0.98377639
58580156,5208,58580.227557426,-0.10819551,-0.14310278,0.00434833,-0.98376656
58580375,5222,58580.421987883,-0.10810098,-0.14308579,0.00434478,-0.98377943
58580578,5236,58580.630291442,-0.10809404,-0.14307325,0.00434006,-0.98378199
58580781,5250,58580.838668815,-0.10817824,-0.14313565,0.00441982,-0.98376328
58580984,5265,58581.046969850,-0.10811043,-0.14306846,0.00436228,-0.98378074
58581187,5280,58581.255182277,-0.10819478,-0.14307021,0.00435874,-0.98377126
58581390,5294,58581.449653747,-0.10825059,-0.14309107,0.00438156,-0.98376197
58581609,5309,58581.658022072,-0.10819843,-0.14310811,0.00441443,-0.98376513
58581812,5323,58581.852436421,-0.10817464,-0.14310715,0.00441922,-0.98376787
58582015,5336,58582.063940279,-0.10819697,-0.14303684,0.00436728,-0.98377579
58582218,5349,58582.272314409,-0.10815615,-0.14307098,0.00433843,-0.98377550
58582421,5364,58582.480611279,-0.10818768,-0.14304444,0.00439913,-0.98377562
58582625,5378,58582.695396779,-0.10821405,-0.14307091,0.00439266,-0.98376888
58582828,5392,58582.889804648,-0.10822196,-0.14308630,0.00435863,-0.98376584
58583046,5407,58583.098140048,-0.10820397,-0.14311519,0.00430208,-0.98376393
58583250,5420,58583.309254348,-0.10815652,-0.14307308,0.00434887,-0.98377502
58583453,5434,58583.503701148,-0.10814468,-0.14307117,0.00433833,-0.98377669
58583656,5449,58583.718917689,-0.10815683,-0.14312702,0.00436502,-0.98376709
58583859,5464,58583.924811070,-0.10813641,-0.14308542,0.00439105,-0.98377538
58584062,5479,58584.131218422,-0.10821467,-0.14305639,0.00434499,-0.98377115
58584265,5494,58584.338388728,-0.10815142,-0.14302899,0.00436275,-0.98378205
58584484,5508,58584.532835628,-0.10814366,-0.14304264,0.00441721,-0.98378056
58584687,5523,58584.741173228,-0.10813288,-0.14309962,0.00436270,-0.98377383
58584890,5537,58584.950304661,-0.10816134,-0.14310144,0.00437793,-0.98377031
58585093,5552,58585.164613369,-0.10821301,-0.14306910,0.00436521,-0.98376936
58585296,5566,58585.356433485,-0.10818103,-0.14309198,0.00427735,-0.98376995
58585500,5581,58585.562633117,-0.10814891,-0.14308697,0.00426419,-0.98377424
58585703,5596,58585.769757961,-0.10806945,-0.14308950,0.00433802,-0.98378235
58585906,5611,58585.979352972,-0.10810289,-0.14305480,0.00430668,-0.98378378
58586109,5625,58586.173799772,-0.10819345,-0.14309791,0.00438327,-0.98376727
58586328,5640,58586.382135072,-0.10812601,-0.14306693,0.00432730,-0.98377943
58586531,5655,58586.590470572,-0.10812556,-0.14313418,0.00433540,-0.98376971
58586734,5668,58586.792602272,-0.10814980,-0.14310993,0.00430321,-0.98377073
58586937,5683,58587.003567058,-0.10815065,-0.14310569,0.00435190,-0.98377097
58587140,5695,58587.210417358,-0.10816731,-0.14313035,0.00431608,-0.98376566
58587343,5710,58587.418752858,-0.10816221,-0.14309703,0.00438206,-0.98377079
58587546,5724,58587.613199058,-0.10822564,-0.14307891,0.00438565,-0.98376644
58587750,5737,58587.816890558,-0.10821092,-0.14305389,0.00436977,-0.98377180
58587953,5752,58588.025741668,-0.10817339,-0.14306371,0.00438477,-0.98377448
58588171,5766,58588.233068668,-0.10821211,-0.14311950,0.00433320,-0.98376226
58588375,5780,58588.427515568,-0.10816514,-0.14309545,0.00433672,-0.98377091
58588578,5795,58588.635851268,-0.10819570,-0.14308141,0.00433848,-0.98376954
58588781,5810,58588.844186968,-0.10821392,-0.14307454,0.00431486,-0.98376870
58588984,5825,58589.044539435,-0.10817555,-0.14306277,0.00435138,-0.98377448
58589187,5839,58589.246364252,-0.10820252,-0.14306149,0.00430585,-0.98377198
58589390,5854,58589.454499873,-0.10825963,-0.14303841,0.00438112,-0.98376864
58589609,5869,58589.661946458,-0.10819458,-0.14308949,0.00441084,-0.98376822
58589812,5884,58589.869566534,-0.10822449,-0.14304605,0.00438199,-0.98377138
58590015,5898,58590.063573909,-0.10818478,-0.14307672,0.00445599,-0.98377097
58590218,5913,58590.271582881,-0.10820010,-0.14308402,0.00436043,-0.98376864
58590421,5928,58590.476369378,-0.10817793,-0.14307667,0.00434312,-0.98377228
58590625,5942,58590.689267379,-0.10822921,-0.14308515,0.00439801,-0.98376518
58590828,5957,58590.903639280,-0.10815742,-0.14310944,0.00441365,-0.98376942
58591031,5971,58591.096229842,-0.10817990,-0.14305589,0.00432623,-0.98377508
58591234,5986,58591.303055677,-0.10823074,-0.14304475,0.00437022,-0.98377091
58591453,6001,58591.510391257,-0.10821902,-0.14302009,0.00436633,-0.98377579
58591656,6014,58591.690166283,-0.10823967,-0.14301187,0.00434789,-0.98377490
58591859,6029,58591.921730595,-0.10823309,-0.14307144,0.00433745,-0.98376691
58592062,6042,58592.119800295,-0.10818818,-0.14302094,0.00440098,-0.98377901
58592265,6054,58592.308485395,-0.10819557,-0.14305325,0.00434538,-0.98377371
58592468,6067,58592.529299595,-0.10820379,-0.14310026,0.00431276,-0.98376614
58592671,6082,58592.737635095,-0.10817436,-0.14299226,0.00432403,-0.98378503
58592890,6095,58592.945825186,-0.10815483,-0.14304112,0.00430789,-0.98378015
58593093,6109,58593.159314186,-0.10817771,-0.14303735,0.00432045,-0.98377806
58593296,6123,58593.359087618,-0.10815984,-0.14300215,0.00430648,-0.98378521
58593500,6138,58593.565661950,-0.10818687,-0.14303976,0.00433097,-0.98377669
58593703,6153,58593.771443041,-0.10817841,-0.14305313,0.00431957,-0.98377568
58593906,6168,58593.977952484,-0.10815948,-0.14305691,0.00428944,-0.98377734
58594109,6182,58594.171169087,-0.10816703,-0.14306103,0.00428206,-0.98377603
58594328,6197,58594.379035112,-0.10818966,-0.14301760,0.00427859,-0.98377985
58594531,6212,58594.587371112,-0.10816146,-0.14300090,0.00435802,-0.98378497
58594734,6227,58594.795707012,-0.10821127,-0.14303415,0.00431173,-0.98377484
58594937,6241,58594.994545709,-0.10821754,-0.14302841,0.00430850,-0.98377502
58595140,6256,58595.202881509,-0.10820755,-0.14303117,0.00428454,-0.98377585
58595343,6271,58595.411217009,-0.10822346,-0.14308852,0.00434151,-0.98376548
58595546,6286,58595.619552309,-0.10815745,-0.14306732,0.00430441,-0.98377603
58595750,6301,58595.827887509,-0.10816158,-0.14308894,0.00431269,-0.98377240
58595953,6315,58596.019630860,-0.10818257,-0.14300968,0.00425620,-0.98378181
58596171,6329,58596.227966260,-0.10817879,-0.14302315,0.00435235,-0.98377985
58596375,6344,58596.439571476,-0.10813237,-0.14298491,0.00434349,-0.98379064
58596578,6359,58596.647630107,-0.10825235,-0.14306952,0.00435231,-0.98376507
58596781,6373,58596.846151360,-0.10817935,-0.14300607,0.00436414,-0.98378229
58596984,6388,58597.052206336,-0.10821068,-0.14303973,0.00433898,-0.98377401
58597187,6399,58597.244243736,-0.10822564,-0.14298832,0.00438756,-0.98377961
58597390,6411,58597.452579336,-0.10819012,-0.14298916,0.00429458,-0.98378384
58597593,6421,58597.658438536,-0.10822955,-0.14294714,0.00428915,-0.98378563
58597796,6436,58597.866777336,-0.10822697,-0.14294447,0.00433068,-0.98378611
58598015,6449,58598.068426528,-0.10832009,-0.14299686,0.00429438,-0.98376840
58598218,6462,58598.276762528,-0.10834636,-0.14300567,0.00434274,-0.98376405
58598421,6474,58598.485098228,-0.10825119,-0.14294927,0.00433604,-0.98378277
58598625,6484,58598.693433428,-0.10829206,-0.14294052,0.00434793,-0.98377943
58598828,6493,58598.869150625,-0.10829808,-0.14289691,0.00430572,-0.98378533
58599031,6503,58599.091714425,-0.10826018,-0.14299394,0.00435541,-0.98377514
58599234,6513,58599.300049825,-0.10822390,-0.14293419,0.00432174,-0.98378795
58599437,6524,58599.508385625,-0.10817406,-0.14300168,0.00431698,-0.98378372
58599656,6534,58599.702832225,-0.10820179,-0.14296281,0.00433306,-0.98378617
58599859,6544,58599.905973221,-0.10816212,-0.14298111,0.00432141,-0.98378801
58600062,6554,58600.100419721,-0.10815580,-0.14299561,0.00431065,-0.98378664
58600265,6564,58600.322644121,-0.10815406,-0.14300190,0.00434022,-0.98378575
58600468,6576,58600.530979621,-0.10818017,-0.14300388,0.00437437,-0.98378235
58600671,6587,58600.725426121,-0.10814964,-0.14305149,0.00431766,-0.98377913
58600875,6598,58600.927435722,-0.10818069,-0.14303690,0.00432742,-0.98377782
58601078,6607,58601.135774722,-0.10816646,-0.14299294,0.00434168,-0.98378563
58601281,6616,58601.330221622,-0.10816905,-0.14296678,0.00433851,-0.98378921
58601500,6625,58601.524668122,-0.10819706,-0.14301896,0.00431978,-0.98377866
58601703,6634,58601.719115022,-0.10814803,-0.14297374,0.00437459,-0.98379040
58601906,6649,58601.949925112,-0.10822991,-0.14298040,0.00432318,-0.98378056
58602109,6664,58602.161097693,-0.10819436,-0.14298233,0.00432842,-0.98378420
58602312,6679,58602.371379773,-0.10816600,-0.14298376,0.00437369,-0.98378694
58602515,6691,58602.561098660,-0.10818555,-0.14307567,0.00438539,-0.98377132
58602718,6705,58602.773229992,-0.10814688,-0.14300291,0.00433793,-0.98378646
58602921,6719,58602.986609967,-0.10821860,-0.14301443,0.00436314,-0.98377669
58603140,6732,58603.190010053,-0.10816398,-0.14304215,0.00436657,-0.98377872
58603343,6747,58603.402910027,-0.10817040,-0.14316511,0.00431226,-0.98376030
58603546,6761,58603.600552087,-0.10816722,-0.14311358,0.00433503,-0.98376805
58603750,6776,58603.811469286,-0.10816375,-0.14305894,0.00430532,-0.98377657
58603953,6791,58604.018559767,-0.10817390,-0.14309046,0.00433324,-0.98377067
58604156,6806,58604.225405106,-0.10818569,-0.14307928,0.00421350,-0.98377150
58604359,6820,58604.418852896,-0.10815369,-0.14302742,0.00428020,-0.98378235
58604562,6835,58604.626122186,-0.10812057,-0.14301720,0.00434315,-0.98378718
58604765,6850,58604.834007785,-0.10813166,-0.14301467,0.00428255,-0.98378664
58604984,6865,58605.044928159,-0.10816649,-0.14302163,0.00428592,-0.98378170
58605187,6879,58605.239374759,-0.10822301,-0.14297569,0.00431390,-0.98378205
58605390,6894,58605.447710159,-0.10817041,-0.14298736,0.00429686,-0.98378623
58605593,6909,58605.656045959,-0.10819788,-0.14300090,0.00424223,-0.98378152
58605796,6924,58605.864381859,-0.10817561,-0.14301896,0.00426843,-0.98378128
58606000,6938,58606.061962555,-0.10820279,-0.14298834,0.00431880,-0.98378241
58606203,6953,58606.273160231,-0.10818955,-0.14301270,0.00436942,-0.98378021
58606406,6968,58606.478710703,-0.10818743,-0.14297874,0.00430142,-0.98378563
58606625,6981,58606.671285214,-0.10816967,-0.14298894,0.00431465,-0.98378599
58606828,6994,58606.878078470,-0.10813332,-0.14294311,0.00431628,-0.98379666
58607031,7007,58607.085363310,-0.10814758,-0.14302289,0.00434794,-0.98378336
58607234,7017,58607.280361810,-0.10821210,-0.14299914,0.00429254,-0.98377997
58607437,7028,58607.474808810,-0.10817792,-0.14298441,0.00438367,-0.98378545
58607640,7041,58607.704498510,-0.10813940,-0.14298883,0.00432053,-0.98378932
58607843,7056,58607.919104311,-0.10818687,-0.14296931,0.00429513,-0.98378706
58608046,7070,58608.113551311,-0.10819760,-0.14296564,0.00432996,-0.98378628
58608265,7083,58608.318779411,-0.10819855,-0.14299507,0.00429833,-0.98378205
58608468,7097,58608.513226411,-0.10825136,-0.14302731,0.00428372,-0.98377156
58608671,7111,58608.735450011,-0.10825564,-0.14299001,0.00433209,-0.98377639
58608875,7124,58608.936822030,-0.10823936,-0.14298709,0.00430886,-0.98377860
58609078,7139,58609.145157430,-0.10820393,-0.14298750,0.00433734,-0.98378241
58609281,7153,58609.339604230,-0.10815089,-0.14297047,0.00429063,-0.98379087
58609484,7167,58609.547939830,-0.10819494,-0.14297391,0.00429038,-0.98378551
58609687,7182,58609.756274630,-0.10817342,-0.14303161,0.00432727,-0.98377931
58609906,7194,58609.947418112,-0.10816047,-0.14301051,0.00430330,-0.98378390
58610109,7208,58610.171723578,-0.10814078,-0.14302498,0.00429229,-0.98378402
58610312,7222,58610.379375694,-0.10815915,-0.14296041,0.00428237,-0.98379141
58610515,7237,58610.583887851,-0.10813349,-0.14301537,0.00429455,-0.98378628
58610718,7252,58610.789342320,-0.10817798,-0.14302675,0.00422802,-0.98378003
58610921,7267,58610.995621817,-0.10816468,-0.14292830,0.00431081,-0.98379540
58611125,7281,58611.188636897,-0.10819173,-0.14294463,0.00434228,-0.98378992
58611343,7294,58611.395785981,-0.10814919,-0.14297733,0.00432677,-0.98378992
58611546,7309,58611.603262321,-0.10816700,-0.14300823,0.00427355,-0.98378372
58611750,7322,58611.805709974,-0.10823311,-0.14300855,0.00422383,-0.98377657
58611953,7337,58612.022760861,-0.10820890,-0.14297789,0.00426105,-0.98378354
58612156,7352,58612.231096561,-0.10818025,-0.14301001,0.00431737,-0.98378175
58612359,7365,58612.429665161,-0.10816787,-0.14296496,0.00429477,-0.98378974
58612562,7378,58612.610222561,-0.10815945,-0.14292718,0.00431251,-0.98379612
58612781,7392,58612.828992261,-0.10813641,-0.14296584,0.00428205,-0.98379314
58612984,7407,58613.047872501,-0.10814160,-0.14293909,0.00427417,-0.98379654
58613187,7422,58613.272088500,-0.10814519,-0.14299197,0.00428468,-0.98378837
58613390,7437,58613.480424700,-0.10812388,-0.14303702,0.00424661,-0.98378432
58613593,7451,58613.674871400,-0.10811761,-0.14301024,0.00429312,-0.98378879
58613796,7466,58613.877898285,-0.10822786,-0.14309692,0.00432858,-0.98376387
58614000,7480,58614.068085860,-0.10818102,-0.14297593,0.00441044,-0.98378623
58614218,7494,58614.275756127,-0.10814690,-0.14300925,0.00430631,-0.98378563
58614421,7508,58614.481502310,-0.10816750,-0.14302021,0.00433212,-0.98378164
58614625,7523,58614.687842698,-0.10815762,-0.14293319,0.00430962,-0.98379552
58614828,7537,58614.898807649,-0.10819392,-0.14302480,0.00434908,-0.98377800
58615031,7551,58615.107143949,-0.10818068,-0.14297758,0.00431467,-0.98378646
58615234,7566,58615.315480249,-0.10818245,-0.14294010,0.00435007,-0.98379159
58615437,7581,58615.523815449,-0.10825802,-0.14298069,0.00434873,-0.98377740
58615640,7592,58615.726302149,-0.10814489,-0.14301765,0.00438411,-0.98378426
58615843,7607,58615.921793870,-0.10822461,-0.14299040,0.00429259,-0.98377985
58616062,7621,58616.116240370,-0.10825159,-0.14302102,0.00438635,-0.98377204
58616265,7636,58616.324575670,-0.10822022,-0.14299460,0.00429330,-0.98377967
58616468,7651,58616.532911370,-0.10819916,-0.14300369,0.00432341,-0.98378056
58616671,7666,58616.741247070,-0.10814195,-0.14303127,0.00431128,-0.98378301
58616875,7679,58616.937045805,-0.10818840,-0.14297147,0.00429936,-0.98378664
58617078,7693,58617.145381805,-0.10814966,-0.14297993,0.00428605,-0.98378968
58617281,7707,58617.339829105,-0.10818075,-0.14296126,0.00426166,-0.98378909
58617484,7722,58617.548165405,-0.10818864,-0.14298515,0.00425791,-0.98378479
58617703,7735,58617.752583605,-0.10819335,-0.14300187,0.00428788,-0.98378164
58617906,7750,58617.958657659,-0.10815718,-0.14294522,0.00427030,-0.98379391
58618109,7765,58618.166993159,-0.10818452,-0.14296083,0.00429703,-0.98378855
58618312,7780,58618.375328559,-0.10821972,-0.14297162,0.00430466,-0.98378307
58618515,7794,58618.569775059,-0.10817309,-0.14298028,0.00432087,-0.98378688
58618718,7809,58618.778110659,-0.10823473,-0.14300111,0.00437140,-0.98377681
58618921,7824,58618.986225058,-0.10820181,-0.14300686,0.00431462,-0.98377991
58619125,7839,58619.194560958,-0.10817810,-0.14301856,0.00435665,-0.98378056
58619343,7853,58619.389007458,-0.10822269,-0.14300190,0.00432609,-0.98377824
58619546,7868,58619.597343358,-0.10832279,-0.14301327,0.00428434,-0.98376578
58619750,7883,58619.805678858,-0.10827115,-0.14302309,0.00432316,-0.98376989
58619953,7897,58620.025536088,-0.10830361,-0.14301085,0.00441045,-0.98376763
58620156,7912,58620.231518327,-0.10831621,-0.14294831,0.00426667,-0.98377597
58620359,7924,58620.420506205,-0.10826757,-0.14294560,0.00426882,-0.98378181
58620562,7939,58620.626920145,-0.10817463,-0.14296165,0.00433738,-0.98378938
58620765,7954,58620.833817129,-0.10814735,-0.14294019,0.00435713,-0.98379534
58620968,7969,58621.042371772,-0.10818876,-0.14295021,0.00430214,-0.98378956
58621187,7983,58621.236817972,-0.10816863,-0.14286055,0.00429800,-0.98380494
58621390,7998,58621.445153372,-0.10818575,-0.14289780,0.00429885,-0.98379761
58621593,8013,58621.653489672,-0.10815757,-0.14285995,0.00432415,-0.98380601
58621796,8027,58621.861885772,-0.10814773,-0.14293051,0.00433824,-0.98379683
58622000,8042,58622.074153904,-0.10820789,-0.14292571,0.00434095,-0.98379093
58622203,8055,58622.271953704,-0.10813315,-0.14298941,0.00431862,-0.98378998
58622421,8069,58622.466400404,-0.10813114,-0.14294514,0.00429416,-0.98379666
58622625,8083,58622.685497904,-0.10816595,-0.14295024,0.00436389,-0.98379189
58622828,8095,58622.874238304,-0.10820328,-0.14293259,0.00428018,-0.98379064
58623031,8109,58623.082899271,-0.10817944,-0.14302050,0.00426936,-0.98378056
58623234,8124,58623.291234771,-0.10815519,-0.14295845,0.00427459,-0.98379219
58623437,8139,58623.499570471,-0.10816364,-0.14298938,0.00429868,-0.98378676
58623640,8154,58623.707932871,-0.10814647,-0.14291030,0.00431505,-0.98379999
58623843,8168,58623.901403320,-0.10824310,-0.14294070,0.00429444,-0.98378503
58624062,8183,58624.109739720,-0.10825693,-0.14296986,0.00431789,-0.98377919
58624265,8198,58624.326551411,-0.10818662,-0.14291698,0.00432171,-0.98379457
58624468,8213,58624.532083412,-0.10821290,-0.14294422,0.00433608,-0.98378772
58624671,8226,58624.741858260,-0.10824353,-0.14293431,0.00426346,-0.98378611
58624875,8240,58624.934676549,-0.10815010,-0.14294702,0.00428816,-0.98379439
58625078,8255,58625.141795028,-0.10821083,-0.14293846,0.00431556,-0.98378879
58625281,8270,58625.349369203,-0.10816813,-0.14301226,0.00429154,-0.98378289
58625500,8285,58625.557141860,-0.10816035,-0.14292452,0.00432086,-0.98379636
58625703,8299,58625.772296980,-0.10816181,-0.14292540,0.00433203,-0.98379612
58625906,8313,58625.967874279,-0.10818272,-0.14292112,0.00439846,-0.98379409
58626109,8328,58626.175077035,-0.10817593,-0.14301609,0.00437543,-0.98378116
58626312,8343,58626.383413135,-0.10824885,-0.14298642,0.00434073,-0.98377764
58626515,8358,58626.591752135,-0.10817561,-0.14295410,0.00430464,-0.98379046
58626718,8371,58626.772309135,-0.10819802,-0.14294237,0.00433515,-0.98378956
58626921,8386,58626.996358301,-0.10819385,-0.14294335,0.00429546,-0.98379004
58627140,8401,58627.216921200,-0.10814170,-0.14299594,0.00433726,-0.98378795
58627343,8416,58627.422584777,-0.10817587,-0.14294347,0.00429545,-0.98379201
58627546,8430,58627.612046407,-0.10817505,-0.14297840,0.00428077,-0.98378718
58627750,8445,58627.816337769,-0.10814537,-0.14290455,0.00436343,-0.98380071
58627953,8460,58628.023521824,-0.10822019,-0.14295878,0.00431664,-0.98378485
58628156,8475,58628.231857324,-0.10818400,-0.14297479,0.00439164,-0.98378617
58628359,8489,58628.426304524,-0.10819434,-0.14293338,0.00429182,-0.98379147
58628562,8504,58628.634673024,-0.10814837,-0.14301725,0.00433872,-0.98378414
58628781,8519,58628.843008324,-0.10813145,-0.14294961,0.00436313,-0.98379576
58628984,8534,58629.057484220,-0.10815534,-0.14291784,0.00431660,-0.98379797
58629187,8548,58629.251930920,-0.10818196,-0.14297841,0.00430327,-0.98378623
58629390,8563,58629.460266620,-0.10815486,-0.14296393,0.00433501,-0.98379117
58629593,8577,58629.654713120,-0.10812973,-0.14290905,0.00433721,-0.98380196
58629796,8591,58629.877751420,-0.10818499,-0.14295602,0.00431416,-0.98378909
58630000,8605,58630.061466607,-0.10816197,-0.14294052,0.00433941,-0.98379385
58630218,8620,58630.269801907,-0.10812885,-0.14291951,0.00434444,-0.98380053
58630421,8635,58630.478137807,-0.10825250,-0.14294322,0.00428250,-0.98378372
58630625,8650,58630.686473707,-0.10822716,-0.14291698,0.00431082,-0.98379022
58630828,8665,58630.892059592,-0.10817425,-0.14297993,0.00431596,-0.98378688
58631031,8678,58631.086505692,-0.10817426,-0.14294375,0.00428455,-0.98379219
58631234,8693,58631.294841392,-0.10821714,-0.14294209,0.00433252,-0.98378748
58631437,8708,58631.503177992,-0.10817687,-0.14294250,0.00429857,-0.98379201
58631640,8723,58631.711512692,-0.10820154,-0.14296521,0.00431352,-0.98378599
58631843,8736,58631.913919656,-0.10821147,-0.14293657,0.00430715,-0.98378909
58632062,8751,58632.122255656,-0.10821056,-0.14297278,0.00430554,-0.98378390
58632265,8764,58632.320520556,-0.10813183,-0.14299385,0.00429443,-0.98378950
58632468,8778,58632.519275581,-0.10813431,-0.14295384,0.00434557,-0.98379487
58632671,8792,58632.750068500,-0.10811725,-0.14292198,0.00431988,-0.98380154
58632875,8804,58632.930625400,-0.10815345,-0.14297652,0.00429374,-0.98378962
58633078,8818,58633.144375030,-0.10813510,-0.14288919,0.00425806,-0.98380458
58633281,8833,58633.357064610,-0.10811822,-0.14297551,0.00428563,-0.98379380
58633484,8848,58633.561159975,-0.10814632,-0.14292775,0.00434298,-0.98379743
58633703,8863,58633.766393130,-0.10820016,-0.14288691,0.00431696,-0.98379749
58633906,8878,58633.981876874,-0.10815970,-0.14292851,0.00425397,-0.98379618
58634109,8892,58634.176323474,-0.10818995,-0.14291003,0.00430683,-0.98379529
58634312,8907,58634.384659774,-0.10819257,-0.14296819,0.00431139,-0.98378652
58634515,8922,58634.592995674,-0.10823285,-0.14292528,0.00431132,-0.98378831
58634718,8937,58634.801331774,-0.10819147,-0.14292760,0.00432422,-0.98379254
58634937,8951,58634.991963184,-0.10817645,-0.14298767,0.00431482,-0.98378545
58635140,8966,58635.200299884,-0.10815533,-0.14298803,0.00435845,-0.98378760
58635343,8981,58635.408635684,-0.10820020,-0.14293857,0.00429808,-0.98379010
58635546,8996,58635.616971284,-0.10817304,-0.14295097,0.00431161,-0.98379111
58635750,9011,58635.825306484,-0.10820124,-0.14293402,0.00435075,-0.98379034
58635953,9025,58636.012164845,-0.10820165,-0.14297089,0.00434389,-0.98378497
58636156,9040,58636.220500645,-0.10817903,-0.14293936,0.00432586,-0.98379213
58636359,9055,58636.428836545,-0.10817572,-0.14295389,0.00433034,-0.98379040
58636578,9070,58636.637171545,-0.10813075,-0.14296587,0.00427578,-0.98379380
58636781,9085,58636.845507145,-0.10812605,-0.14294578,0.00431681,-0.98379707
58636984,9099,58637.037879844,-0.10818778,-0.14293081,0.00422379,-0.98379284
58637187,9113,58637.252663544,-0.10819017,-0.14295009,0.00427642,-0.98378962
58637390,9126,58637.452113544,-0.10816181,-0.14293918,0.00426070,-0.98379433
58637593,9141,58637.660448744,-0.10815402,-0.14297989,0.00428205,-0.98378927
58637796,9156,58637.868784344,-0.10816791,-0.14298043,0.00429067,-0.98378754
58638000,9168,58638.066756964,-0.10816679,-0.14298014,0.00430534,-0.98378766
58638218,9180,58638.265498264,-0.10814642,-0.14297380,0.00432307,-0.98379076
58638421,9195,58638.473833564,-0.10812739,-0.14295198,0.00426352,-0.98379624
58638625,9210,58638.682169864,-0.10817883,-0.14299640,0.00432792,-0.98378390
58638828,9225,58638.888433175,-0.10814781,-0.14294292,0.00430883,-0.98379517
58639031,9240,58639.096723799,-0.10813823,-0.14295676,0.00429148,-0.98379427
58639234,9254,58639.291106227,-0.10817336,-0.14297378,0.00429705,-0.98378789
58639437,9269,58639.510634404,-0.10817842,-0.14294648,0.00432398,-0.98379117
58639640,9284,58639.717512805,-0.10818161,-0.14298922,0.00432074,-0.98378468
58639859,9299,58639.923314685,-0.10814900,-0.14297375,0.00427526,-0.98379070
58640062,9313,58640.116070834,-0.10819031,-0.14294252,0.00437590,-0.98379022
58640265,9328,58640.322996368,-0.10813505,-0.14294118,0.00431692,-0.98379672
58640468,9341,58640.502623097,-0.10819892,-0.14294900,0.00436127,-0.98378837
58640671,9356,58640.738223134,-0.10824203,-0.14289232,0.00436916,-0.98379195
58640875,9370,58640.952985905,-0.10830144,-0.14289522,0.00424479,-0.98378545
58641078,9384,58641.147432005,-0.10832236,-0.14290603,0.00423966,-0.98378164
58641296,9399,58641.355767605,-0.10828262,-0.14285064,0.00430090,-0.98379380
58641500,9414,58641.564104605,-0.10827866,-0.14287974,0.00431616,-0.98378986
58641703,9429,58641.772440405,-0.10826528,-0.14295153,0.00435400,-0.98378074
58641906,9443,58641.962718485,-0.10818615,-0.14296378,0.00436648,-0.98378766
58642109,9458,58642.171054085,-0.10820252,-0.14293879,0.00433800,-0.98378956
58642312,9470,58642.375792685,-0.10816690,-0.14295374,0.00433263,-0.98379135
58642531,9483,58642.583343985,-0.10811595,-0.14292496,0.00436939,-0.98380095
