tickMs,frameSerial,sensorSampleTime,qx,qy,qz,qw
58843531,20005,58843.577757297,-0.10812204,-0.14290445,0.00428221,-0.98380369
58843546,20006,58843.618474997,-0.10811941,-0.14288491,0.00428413,-0.98380685
58843562,20007,58843.632363997,-0.10810920,-0.14292981,0.00432251,-0.98380131
58843578,20008,58843.646252997,-0.10808878,-0.14284515,0.00432650,-0.98381573
58843593,20009,58843.660142097,-0.10812340,-0.14285891,0.00425593,-0.98381031
58843609,20010,58843.674031197,-0.10808970,-0.14289439,0.00431504,-0.98380858
58843625,20011,58843.687920397,-0.10811657,-0.14291599,0.00433248,-0.98380238
58843640,20012,58843.701809397,-0.10809667,-0.14289419,0.00429930,-0.98380786
58843640,20013,58843.715698597,-0.10811986,-0.14289652,0.00430011,-0.98380494
58843656,20014,58843.729587497,-0.10817516,-0.14284763,0.00428741,-0.98380607
58843671,20015,58843.743476497,-0.10814387,-0.14286692,0.00431744,-0.98380661
58843687,20016,58843.757365697,-0.10809570,-0.14283949,0.00430619,-0.98381597
58843703,20017,58843.771254697,-0.10809429,-0.14286861,0.00431476,-0.98381174
58843718,20018,58843.785143797,-0.10811558,-0.14286822,0.00433070,-0.98380941
58843750,20019,58843.799032797,-0.10811634,-0.14284292,0.00432039,-0.98381305
58843765,20020,58843.826810897,-0.10811999,-0.14290611,0.00427976,-0.98380369
58843765,20021,58843.840699997,-0.10817537,-0.14290175,0.00428500,-0.98379815
58843781,20022,58843.854588997,-0.10815895,-0.14284289,0.00429496,-0.98380858
58843796,20023,58843.862372496,-0.10814852,-0.14284168,0.00436929,-0.98380947
58843812,20024,58843.876261396,-0.10813272,-0.14285478,0.00431878,-0.98380953
58843828,20025,58843.890150496,-0.10810878,-0.14283058,0.00428629,-0.98381591
58843843,20026,58843.904039596,-0.10811237,-0.14283566,0.00423758,-0.98381495
58843843,20027,58843.917928696,-0.10816333,-0.14282687,0.00426626,-0.98381054
58843859,20028,58843.931817596,-0.10813224,-0.14281374,0.00431122,-0.98381555
58843890,20029,58843.945706496,-0.10816373,-0.14284077,0.00428966,-0.98380828
58843890,20030,58843.959595696,-0.10813913,-0.14281438,0.00431237,-0.98381478
58843906,20031,58843.973484896,-0.10816823,-0.14284776,0.00429907,-0.98380673
58843921,20032,58843.987373896,-0.10812104,-0.14284903,0.00429037,-0.98381186
58843937,20033,58844.001262996,-0.10811817,-0.14286830,0.00429907,-0.98380923
58843953,20034,58844.015151896,-0.10814483,-0.14288235,0.00427713,-0.98380435
58843968,20035,58844.029040896,-0.10816375,-0.14283928,0.00434328,-0.98380834
58843984,20036,58844.042929996,-0.10816257,-0.14284164,0.00431311,-0.98380816
58844000,20037,58844.056819096,-0.10813905,-0.14284080,0.00430718,-0.98381090
58844000,20038,58844.070707996,-0.10813964,-0.14286721,0.00431487,-0.98380703
58844015,20039,58844.084596996,-0.10816683,-0.14285080,0.00430894,-0.98380643
58844031,20040,58844.098485996,-0.10816742,-0.14282471,0.00430576,-0.98381019
58844046,20041,58844.112375196,-0.10819271,-0.14284627,0.00432113,-0.98380423
58844062,20042,58844.126264196,-0.10817121,-0.14285018,0.00429638,-0.98380607
58844078,20043,58844.140153296,-0.10814755,-0.14285809,0.00426149,-0.98380768
58844093,20044,58844.154042296,-0.10813527,-0.14286934,0.00433507,-0.98380709
58844109,20045,58844.167931296,-0.10814191,-0.14285034,0.00428167,-0.98380941
58844140,20046,58844.181820196,-0.10810733,-0.14286926,0.00430457,-0.98381031
58844156,20047,58844.223904296,-0.10820428,-0.14282997,0.00439495,-0.98380500
58844171,20048,58844.237793396,-0.10813262,-0.14287001,0.00433586,-0.98380727
58844187,20049,58844.251682296,-0.10811110,-0.14283167,0.00428802,-0.98381543
58844203,20050,58844.265571196,-0.10814327,-0.14283687,0.00426579,-0.98381120
58844218,20051,58844.279460196,-0.10816768,-0.14288685,0.00428229,-0.98380119
58844218,20052,58844.293349196,-0.10811095,-0.14288890,0.00427711,-0.98380715
58844234,20053,58844.307238296,-0.10815302,-0.14284213,0.00425291,-0.98380941
58844250,20054,58844.321127496,-0.10814276,-0.14287540,0.00431991,-0.98380542
58844265,20055,58844.335016696,-0.10817699,-0.14285345,0.00428972,-0.98380500
58844281,20056,58844.348905696,-0.10820699,-0.14285773,0.00426459,-0.98380119
58844296,20057,58844.362794696,-0.10816889,-0.14284773,0.00430367,-0.98380667
58844312,20058,58844.376683596,-0.10811169,-0.14285177,0.00429305,-0.98381239
58844328,20059,58844.390572696,-0.10813580,-0.14287557,0.00431313,-0.98380619
58844343,20060,58844.404461796,-0.10816780,-0.14288539,0.00428997,-0.98380142
58844359,20061,58844.418350796,-0.10814628,-0.14285752,0.00427562,-0.98380780
58844375,20062,58844.432239996,-0.10817373,-0.14286731,0.00422746,-0.98380363
58844390,20063,58844.446129096,-0.10817360,-0.14283569,0.00424788,-0.98380810
58844390,20064,58844.460017996,-0.10814456,-0.14286691,0.00424780,-0.98380685
58844406,20065,58844.473906996,-0.10817565,-0.14286688,0.00424339,-0.98380339
58844421,20066,58844.487795896,-0.10816593,-0.14284618,0.00431804,-0.98380715
58844437,20067,58844.501684996,-0.10811935,-0.14285970,0.00428288,-0.98381048
58844453,20068,58844.515573996,-0.10812174,-0.14283808,0.00426031,-0.98381341
58844468,20069,58844.529463096,-0.10814596,-0.14284125,0.00426308,-0.98381031
58844484,20070,58844.543352096,-0.10813810,-0.14285563,0.00429652,-0.98380899
58844500,20071,58844.557241096,-0.10812754,-0.14288437,0.00430220,-0.98380595
58844500,20072,58844.571130096,-0.10813998,-0.14283453,0.00428254,-0.98381180
58844515,20073,58844.585018996,-0.10815888,-0.14286196,0.00428475,-0.98380578
58844531,20074,58844.598907896,-0.10813372,-0.14288762,0.00428503,-0.98380482
58844546,20075,58844.612797096,-0.10814086,-0.14283596,0.00424563,-0.98381168
58844562,20076,58844.626686096,-0.10816436,-0.14289285,0.00426307,-0.98380083
58844578,20077,58844.640575096,-0.10811996,-0.14289317,0.00423082,-0.98380572
58844593,20078,58844.654464096,-0.10811508,-0.14285873,0.00427724,-0.98381114
58844609,20079,58844.668353296,-0.10819815,-0.14284721,0.00423102,-0.98380387
58844609,20080,58844.682242496,-0.10810623,-0.14288393,0.00428087,-0.98380840
58844625,20081,58844.696131696,-0.10815720,-0.14285184,0.00431185,-0.98380727
58844640,20082,58844.710020696,-0.10816008,-0.14287399,0.00431508,-0.98380381
58844656,20083,58844.723909796,-0.10812429,-0.14291705,0.00424315,-0.98380184
58844671,20084,58844.737798896,-0.10813762,-0.14287160,0.00432454,-0.98380661
58844687,20085,58844.751688096,-0.10811916,-0.14286251,0.00426341,-0.98381019
58844703,20086,58844.765577296,-0.10817982,-0.14282952,0.00429147,-0.98380822
58844718,20087,58844.779466196,-0.10816767,-0.14292179,0.00425735,-0.98379624
58844734,20088,58844.793355196,-0.10818601,-0.14284803,0.00434678,-0.98380458
58844750,20089,58844.807244396,-0.10814756,-0.14283317,0.00425549,-0.98381138
58844765,20090,58844.821133496,-0.10819789,-0.14288938,0.00427033,-0.98379755
58844765,20091,58844.835022596,-0.10816632,-0.14288324,0.00427454,-0.98380196
58844781,20092,58844.848911696,-0.10817537,-0.14283979,0.00423399,-0.98380744
58844796,20093,58844.861600362,-0.10818642,-0.14284885,0.00432123,-0.98380446
58844812,20094,58844.875489462,-0.10813633,-0.14285640,0.00426264,-0.98380923
58844828,20095,58844.889378562,-0.10813005,-0.14284845,0.00428996,-0.98381084
58844843,20096,58844.903267762,-0.10817238,-0.14290483,0.00428062,-0.98379815
58844859,20097,58844.917156862,-0.10816574,-0.14287338,0.00429978,-0.98380333
58844875,20098,58844.931045962,-0.10814326,-0.14285439,0.00426352,-0.98380876
58844890,20099,58844.944935162,-0.10814111,-0.14285548,0.00426247,-0.98380882
58844906,20100,58844.958824262,-0.10810730,-0.14287330,0.00428180,-0.98380983
58844906,20101,58844.972713162,-0.10813490,-0.14282724,0.00426700,-0.98381352
58844921,20102,58844.986602262,-0.10814010,-0.14285842,0.00427132,-0.98380840
58844937,20103,58845.000491462,-0.10811964,-0.14288132,0.00426903,-0.98380733
58844953,20104,58845.014380562,-0.10821762,-0.14288156,0.00431573,-0.98379636
58844968,20105,58845.028269562,-0.10814059,-0.14287364,0.00433006,-0.98380589
58844984,20106,58845.042158562,-0.10815693,-0.14290334,0.00423464,-0.98380017
58845000,20107,58845.056047662,-0.10820667,-0.14287390,0.00425180,-0.98379898
58845000,20108,58845.069936762,-0.10816086,-0.14284986,0.00423854,-0.98380756
58845015,20109,58845.083825862,-0.10813008,-0.14287274,0.00423443,-0.98380762
58845031,20110,58845.097715062,-0.10815156,-0.14288917,0.00427480,-0.98380268
58845046,20111,58845.111604062,-0.10815655,-0.14283970,0.00424724,-0.98380941
58845062,20112,58845.125492962,-0.10817728,-0.14285934,0.00428712,-0.98380411
58845093,20113,58845.139382062,-0.10815164,-0.14284685,0.00430605,-0.98380870
58845109,20114,58845.168271262,-0.10818586,-0.14287508,0.00429915,-0.98380083
58845125,20115,58845.182160462,-0.10817777,-0.14283951,0.00420302,-0.98380738
58845125,20116,58845.196049362,-0.10814157,-0.14288448,0.00424579,-0.98380464
58845140,20117,58845.209938362,-0.10819221,-0.14287725,0.00427969,-0.98379987
58845156,20118,58845.223827262,-0.10815037,-0.14285895,0.00423519,-0.98380733
58845171,20119,58845.237716362,-0.10816348,-0.14287719,0.00429298,-0.98380309
58845187,20120,58845.251605362,-0.10814253,-0.14285988,0.00426189,-0.98380798
58845203,20121,58845.265494362,-0.10819342,-0.14291319,0.00426277,-0.98379463
58845218,20122,58845.279383362,-0.10818923,-0.14285544,0.00429443,-0.98380333
58845234,20123,58845.293272362,-0.10814299,-0.14285836,0.00423548,-0.98380822
58845234,20124,58845.307161362,-0.10817394,-0.14283238,0.00420710,-0.98380882
58845250,20125,58845.321050462,-0.10819339,-0.14287694,0.00424387,-0.98379999
58845265,20126,58845.334939362,-0.10818804,-0.14283629,0.00428674,-0.98380631
58845281,20127,58845.348828462,-0.10819430,-0.14289510,0.00425689,-0.98379719
58845296,20128,58845.362717462,-0.10817404,-0.14285129,0.00423816,-0.98380584
58845312,20129,58845.376606662,-0.10814706,-0.14287938,0.00424061,-0.98380482
58845328,20130,58845.390495862,-0.10813662,-0.14284572,0.00428077,-0.98381060
58845343,20131,58845.404385062,-0.10813943,-0.14282101,0.00428214,-0.98381388
58845359,20132,58845.418274062,-0.10818167,-0.14287096,0.00418918,-0.98380244
58845359,20133,58845.433253548,-0.10823216,-0.14283329,0.00424083,-0.98380202
58845375,20134,58845.448942039,-0.10816955,-0.14286537,0.00423537,-0.98380429
58845390,20135,58845.464340068,-0.10819788,-0.14284298,0.00425330,-0.98380435
58845406,20136,58845.479474206,-0.10812540,-0.14285840,0.00427537,-0.98381001
58845421,20137,58845.494333688,-0.10814959,-0.14287522,0.00434185,-0.98380458
58845437,20138,58845.508909188,-0.10814384,-0.14283997,0.00434718,-0.98381042
58845453,20139,58845.523202017,-0.10814949,-0.14282320,0.00428364,-0.98381245
58845468,20140,58845.537213768,-0.10818263,-0.14281671,0.00429395,-0.98380971
58845484,20141,58845.550935412,-0.10815541,-0.14288473,0.00430129,-0.98380274
58845500,20142,58845.564649319,-0.10821676,-0.14289427,0.00427732,-0.98379481
58845515,20143,58845.578373918,-0.10815593,-0.14290434,0.00433152,-0.98379982
58845515,20144,58845.592117553,-0.10812806,-0.14285608,0.00428767,-0.98381001
58845531,20145,58845.605880533,-0.10812125,-0.14288226,0.00429703,-0.98380697
58845546,20146,58845.619634148,-0.10817366,-0.14288248,0.00433685,-0.98380101
58845562,20147,58845.633376721,-0.10814441,-0.14288314,0.00430592,-0.98380423
58845578,20148,58845.647137776,-0.10823935,-0.14292562,0.00430940,-0.98378760
58845593,20149,58845.660884317,-0.10821123,-0.14281838,0.00431259,-0.98380619
58845609,20150,58845.674634180,-0.10817660,-0.14283648,0.00434505,-0.98380733
58845625,20151,58845.688385631,-0.10813154,-0.14282218,0.00426728,-0.98381466
58845640,20152,58845.702153812,-0.10811999,-0.14287210,0.00431258,-0.98380846
58845640,20153,58845.715920397,-0.10817450,-0.14289922,0.00432973,-0.98379844
58845656,20154,58845.729685113,-0.10817357,-0.14283754,0.00432180,-0.98380756
58845671,20155,58845.743432179,-0.10819878,-0.14286284,0.00432612,-0.98380113
58845687,20156,58845.757200637,-0.10816658,-0.14282888,0.00434597,-0.98380947
58845703,20157,58845.770974321,-0.10818049,-0.14280646,0.00428369,-0.98381144
58845718,20158,58845.784745203,-0.10818279,-0.14283901,0.00429222,-0.98380643
58845734,20159,58845.798517329,-0.10815322,-0.14284396,0.00425671,-0.98380917
58845750,20160,58845.812291311,-0.10817618,-0.14280675,0.00427488,-0.98381197
58845765,20161,58845.826063266,-0.10820164,-0.14283709,0.00428237,-0.98380470
58845765,20162,58845.839845250,-0.10818284,-0.14287364,0.00424987,-0.98380160
58845781,20163,58845.853627665,-0.10815679,-0.14285982,0.00430611,-0.98380619
58845796,20164,58845.867419823,-0.10814059,-0.14282770,0.00430006,-0.98381269
58845812,20165,58845.881204895,-0.10817534,-0.14279091,0.00433033,-0.98381412
58845828,20166,58845.894988555,-0.10814460,-0.14282544,0.00430928,-0.98381257
58845843,20167,58845.908768270,-0.10814836,-0.14286181,0.00429359,-0.98380697
58845859,20168,58845.922557056,-0.10819817,-0.14282563,0.00432024,-0.98380667
58845875,20169,58845.936351277,-0.10817573,-0.14284788,0.00422580,-0.98380619
58845890,20170,58845.950141173,-0.10816572,-0.14283523,0.00428018,-0.98380893
58845890,20171,58845.963934239,-0.10822630,-0.14285913,0.00433072,-0.98379856
58845906,20172,58845.977738716,-0.10812978,-0.14287458,0.00429302,-0.98380715
58845921,20173,58845.991536644,-0.10811660,-0.14282915,0.00436629,-0.98381484
58845937,20174,58846.005336411,-0.10812649,-0.14288175,0.00429215,-0.98380649
58845953,20175,58846.019132193,-0.10811897,-0.14280492,0.00433363,-0.98381823
58845968,20176,58846.032934810,-0.10814667,-0.14287922,0.00429875,-0.98380452
58845984,20177,58846.046746100,-0.10819889,-0.14290476,0.00431653,-0.98379499
58845984,20178,58846.060532165,-0.10820644,-0.14282435,0.00429465,-0.98380595
58846000,20179,58846.074338874,-0.10814692,-0.14282820,0.00428235,-0.98381203
58846015,20180,58846.088137655,-0.10816906,-0.14284463,0.00432402,-0.98380709
58846031,20181,58846.101962873,-0.10814057,-0.14287814,0.00432415,-0.98380530
58846046,20182,58846.115775538,-0.10811319,-0.14282785,0.00430407,-0.98381567
58846062,20183,58846.129580798,-0.10810514,-0.14284599,0.00433576,-0.98381376
58846078,20184,58846.143373276,-0.10810655,-0.14282767,0.00430174,-0.98381639
58846093,20185,58846.157180602,-0.10812676,-0.14284769,0.00434003,-0.98381120
58846109,20186,58846.170990634,-0.10811829,-0.14288035,0.00422804,-0.98380780
58846125,20187,58846.184811878,-0.10812818,-0.14288165,0.00435573,-0.98380601
58846140,20188,58846.198637481,-0.10810675,-0.14291000,0.00426524,-0.98380458
58846140,20189,58846.212458414,-0.10814638,-0.14285344,0.00425822,-0.98380852
58846156,20190,58846.226286219,-0.10812821,-0.14288802,0.00434452,-0.98380518
58846171,20191,58846.240117648,-0.10810436,-0.14284730,0.00436118,-0.98381352
58846187,20192,58846.253944283,-0.10811292,-0.14283097,0.00428679,-0.98381537
58846203,20193,58846.267774833,-0.10817867,-0.14286166,0.00430345,-0.98380363
58846218,20194,58846.281599593,-0.10815922,-0.14290866,0.00422947,-0.98379928
58846234,20195,58846.295420535,-0.10815430,-0.14283723,0.00429294,-0.98380989
58846250,20196,58846.309253719,-0.10812544,-0.14287272,0.00426470,-0.98380798
58846265,20197,58846.323091428,-0.10811748,-0.14284518,0.00428361,-0.98381275
58846281,20198,58846.336929288,-0.10810026,-0.14288582,0.00434880,-0.98380852
58846281,20199,58846.350776326,-0.10810761,-0.14289738,0.00429581,-0.98380619
58846296,20200,58846.364621617,-0.10816894,-0.14287196,0.00432048,-0.98380315
58846312,20201,58846.378461063,-0.10812798,-0.14287186,0.00427703,-0.98380774
58846328,20202,58846.392300568,-0.10824572,-0.14289357,0.00430672,-0.98379147
58846343,20203,58846.406140495,-0.10819662,-0.14290236,0.00426902,-0.98379582
58846359,20204,58846.419982023,-0.10817560,-0.14284176,0.00428183,-0.98380691
58846375,20205,58846.433829151,-0.10816707,-0.14292346,0.00430131,-0.98379594
58846390,20206,58846.447680478,-0.10819861,-0.14284529,0.00426532,-0.98380393
58846390,20207,58846.461526654,-0.10813580,-0.14286919,0.00422914,-0.98380750
58846406,20208,58846.475404780,-0.10817825,-0.14285791,0.00432560,-0.98380405
58846421,20209,58846.489293980,-0.10821062,-0.14284982,0.00432934,-0.98380160
58846437,20210,58846.503183080,-0.10815380,-0.14291322,0.00428346,-0.98379886
58846453,20211,58846.517072180,-0.10812094,-0.14288688,0.00427133,-0.98380643
58846468,20212,58846.530961380,-0.10811803,-0.14289042,0.00426693,-0.98380619
58846484,20213,58846.544850580,-0.10817608,-0.14287308,0.00424201,-0.98380244
58846500,20214,58846.558739580,-0.10814475,-0.14283434,0.00427939,-0.98381144
58846515,20215,58846.586517880,-0.10813286,-0.14284368,0.00432144,-0.98381120
58846531,20216,58846.600406880,-0.10819974,-0.14282721,0.00426798,-0.98380643
58846546,20217,58846.614295980,-0.10816766,-0.14287280,0.00430816,-0.98380315
58846562,20218,58846.628185080,-0.10817000,-0.14285040,0.00429763,-0.98380619
58846578,20219,58846.642074180,-0.10811361,-0.14285789,0.00426283,-0.98381144
58846593,20220,58846.655963380,-0.10810658,-0.14285830,0.00422518,-0.98381239
58846609,20221,58846.669852380,-0.10817353,-0.14284386,0.00431917,-0.98380673
58846609,20222,58846.683741380,-0.10814763,-0.14287478,0.00429635,-0.98380518
58846640,20223,58846.697630480,-0.10813417,-0.14289008,0.00424082,-0.98380458
58846656,20224,58846.725408680,-0.10810795,-0.14288056,0.00421697,-0.98380893
58846671,20225,58846.739297780,-0.10812493,-0.14287296,0.00425199,-0.98380810
58846687,20226,58846.753186880,-0.10812003,-0.14289860,0.00425816,-0.98380482
58846703,20227,58846.767075980,-0.10809100,-0.14287163,0.00424189,-0.98381203
58846718,20228,58846.780965180,-0.10813255,-0.14285615,0.00430242,-0.98380941
58846734,20229,58846.794854280,-0.10808888,-0.14286873,0.00424963,-0.98381269
58846734,20230,58846.808743380,-0.10812229,-0.14286734,0.00424646,-0.98380917
58846750,20231,58846.822632480,-0.10811625,-0.14284250,0.00423749,-0.98381352
58846765,20232,58846.836521380,-0.10811712,-0.14283484,0.00425724,-0.98381442
58846781,20233,58846.850410580,-0.10811374,-0.14285807,0.00426425,-0.98381138
58846796,20234,58846.869215067,-0.10808269,-0.14285523,0.00425775,-0.98381525
58846812,20235,58846.883104167,-0.10814247,-0.14286764,0.00421161,-0.98380709
58846828,20236,58846.896993167,-0.10811371,-0.14282849,0.00425194,-0.98381579
58846843,20237,58846.910882267,-0.10810964,-0.14291361,0.00424162,-0.98380393
58846859,20238,58846.924771167,-0.10810503,-0.14282984,0.00424934,-0.98381656
58846859,20239,58846.938660367,-0.10807490,-0.14285436,0.00425498,-0.98381627
58846875,20240,58846.952549467,-0.10810754,-0.14283666,0.00422712,-0.98381531
58846890,20241,58846.966438467,-0.10809281,-0.14285867,0.00428432,-0.98381346
58846906,20242,58846.980327667,-0.10811368,-0.14282563,0.00428689,-0.98381603
58846921,20243,58846.994216767,-0.10814621,-0.14289632,0.00425421,-0.98380232
58846937,20244,58847.008105667,-0.10809545,-0.14287177,0.00423981,-0.98381150
58846953,20245,58847.021994767,-0.10807118,-0.14287634,0.00420540,-0.98381364
58846968,20246,58847.035883867,-0.10808772,-0.14289284,0.00427518,-0.98380917
58846984,20247,58847.049772867,-0.10811526,-0.14283302,0.00428984,-0.98381472
58847000,20248,58847.063661867,-0.10815503,-0.14287409,0.00422277,-0.98380470
58847015,20249,58847.077550867,-0.10806901,-0.14286332,0.00423651,-0.98381573
58847015,20250,58847.091439967,-0.10805998,-0.14291304,0.00428133,-0.98380923
58847031,20251,58847.105328867,-0.10811889,-0.14289214,0.00425314,-0.98380589
58847046,20252,58847.119217967,-0.10812870,-0.14287437,0.00421239,-0.98380768
58847062,20253,58847.133106867,-0.10811917,-0.14283015,0.00427951,-0.98381478
58847078,20254,58847.146995867,-0.10809371,-0.14288078,0.00429363,-0.98381019
58847093,20255,58847.160884767,-0.10806728,-0.14286420,0.00425719,-0.98381567
58847109,20256,58847.174773767,-0.10806606,-0.14285843,0.00429482,-0.98381644
58847125,20257,58847.188662967,-0.10807176,-0.14286813,0.00424346,-0.98381460
58847140,20258,58847.202551967,-0.10809174,-0.14288634,0.00427103,-0.98380971
58847140,20259,58847.216441067,-0.10806603,-0.14286578,0.00426169,-0.98381549
58847156,20260,58847.230329967,-0.10810073,-0.14287694,0.00424217,-0.98381025
58847171,20261,58847.244219067,-0.10809776,-0.14285858,0.00428617,-0.98381299
58847187,20262,58847.258108067,-0.10813560,-0.14290398,0.00424520,-0.98380238
58847203,20263,58847.271997167,-0.10810909,-0.14293452,0.00424838,-0.98380083
58847218,20264,58847.285886367,-0.10822043,-0.14284867,0.00427200,-0.98380107
58847234,20265,58847.299775567,-0.10807680,-0.14283669,0.00428142,-0.98381847
58847250,20266,58847.313664567,-0.10813345,-0.14284253,0.00426568,-0.98381144
58847250,20267,58847.327553767,-0.10810307,-0.14287241,0.00424358,-0.98381054
58847265,20268,58847.341442867,-0.10812967,-0.14292148,0.00428689,-0.98380035
58847281,20269,58847.355331967,-0.10807835,-0.14289960,0.00424284,-0.98380941
58847296,20270,58847.369221167,-0.10815148,-0.14286241,0.00430227,-0.98380649
58847312,20271,58847.383110067,-0.10808229,-0.14285047,0.00424023,-0.98381603
58847328,20272,58847.396998967,-0.10810392,-0.14289612,0.00425471,-0.98380697
58847343,20273,58847.410888067,-0.10806676,-0.14286223,0.00427667,-0.98381591
58847359,20274,58847.424777067,-0.10812749,-0.14284636,0.00424748,-0.98381168
58847359,20275,58847.438666067,-0.10810038,-0.14287309,0.00425574,-0.98381078
58847375,20276,58847.452555067,-0.10813177,-0.14286140,0.00422534,-0.98380911
58847390,20277,58847.466444067,-0.10809854,-0.14286500,0.00430484,-0.98381191
58847406,20278,58847.480333167,-0.10807545,-0.14286356,0.00430050,-0.98381466
58847421,20279,58847.494222167,-0.10808032,-0.14284185,0.00427403,-0.98381740
58847437,20280,58847.508111067,-0.10809872,-0.14288503,0.00431276,-0.98380893
58847453,20281,58847.522000267,-0.10808065,-0.14290172,0.00423197,-0.98380882
58847468,20282,58847.535889267,-0.10810093,-0.14289021,0.00428990,-0.98380798
58847484,20283,58847.549778367,-0.10810310,-0.14286675,0.00428459,-0.98381120
58847500,20284,58847.563667367,-0.10807725,-0.14285618,0.00430666,-0.98381543
58847500,20285,58847.577556467,-0.10811185,-0.14284864,0.00422948,-0.98381311
58847515,20286,58847.591445567,-0.10808260,-0.14287165,0.00425998,-0.98381293
58847531,20287,58847.605334567,-0.10807319,-0.14291513,0.00432329,-0.98380727
58847546,20288,58847.619223467,-0.10813433,-0.14286906,0.00428063,-0.98380744
58847562,20289,58847.633112367,-0.10807499,-0.14286466,0.00430803,-0.98381448
58847578,20290,58847.647001467,-0.10810377,-0.14290214,0.00429093,-0.98380595
58847593,20291,58847.660890667,-0.10811204,-0.14288425,0.00428840,-0.98380774
58847609,20292,58847.674779667,-0.10811675,-0.14286977,0.00422720,-0.98380953
58847625,20293,58847.688668767,-0.10814698,-0.14290503,0.00421499,-0.98380119
58847671,20294,58847.716446967,-0.10810334,-0.14288446,0.00429550,-0.98380864
58847687,20295,58847.753426867,-0.10815935,-0.14285806,0.00429057,-0.98380625
58847687,20296,58847.767315867,-0.10813839,-0.14286040,0.00425912,-0.98380846
58847703,20297,58847.781204767,-0.10812353,-0.14293152,0.00422128,-0.98379982
58847718,20298,58847.795093767,-0.10811820,-0.14286128,0.00428530,-0.98381037
58847734,20299,58847.808982967,-0.10811979,-0.14290324,0.00423882,-0.98380435
58847750,20300,58847.822872067,-0.10808670,-0.14291354,0.00428936,-0.98380613
58847765,20301,58847.836761267,-0.10808811,-0.14289370,0.00425774,-0.98380911
58847781,20302,58847.850650167,-0.10808806,-0.14289637,0.00425686,-0.98380870
58847796,20303,58847.864539367,-0.10808507,-0.14292262,0.00426789,-0.98380512
58847812,20304,58847.874726873,-0.10808507,-0.14292262,0.00426789,-0.98380512
58847812,20305,58847.888615973,-0.10812613,-0.14290942,0.00432520,-0.98380238
58847828,20306,58847.902504973,-0.10808291,-0.14289485,0.00428426,-0.98380935
58847843,20307,58847.916394073,-0.10808556,-0.14286384,0.00430686,-0.98381346
58847859,20308,58847.930282973,-0.10807683,-0.14295243,0.00426241,-0.98380178
58847875,20309,58847.944171873,-0.10815638,-0.14288953,0.00430857,-0.98380196
58847890,20310,58847.958060873,-0.10807971,-0.14287458,0.00426617,-0.98381281
58847906,20311,58847.971949873,-0.10811197,-0.14293933,0.00423160,-0.98379993
58847921,20312,58847.985838973,-0.10807295,-0.14288567,0.00432037,-0.98381168
58847937,20313,58847.999727973,-0.10814954,-0.14294703,0.00420449,-0.98379487
58847953,20314,58848.013616973,-0.10815515,-0.14289132,0.00422268,-0.98380220
58847968,20315,58848.027505973,-0.10808836,-0.14289851,0.00428695,-0.98380816
58847984,20316,58848.041394973,-0.10809536,-0.14288148,0.00425635,-0.98381007
58848000,20317,58848.055283873,-0.10809475,-0.14293313,0.00426159,-0.98380256
58848000,20318,58848.069172873,-0.10815793,-0.14292330,0.00421328,-0.98379725
58848015,20319,58848.083061973,-0.10813452,-0.14291717,0.00421085,-0.98380077
58848031,20320,58848.096950973,-0.10813365,-0.14288662,0.00422729,-0.98380530
58848062,20321,58848.110839973,-0.10811987,-0.14293262,0.00429580,-0.98379982
58848078,20322,58848.140211973,-0.10811680,-0.14291911,0.00424237,-0.98380226
58848093,20323,58848.154101073,-0.10814644,-0.14292228,0.00425204,-0.98379850
58848093,20324,58848.167990173,-0.10814787,-0.14292213,0.00424877,-0.98379844
58848109,20325,58848.181879173,-0.10808523,-0.14287075,0.00431851,-0.98381245
58848125,20326,58848.195768373,-0.10816042,-0.14292532,0.00431689,-0.98379624
58848140,20327,58848.209657373,-0.10812369,-0.14288731,0.00425420,-0.98380607
58848156,20328,58848.223546373,-0.10813708,-0.14289974,0.00430846,-0.98380256
58848171,20329,58848.237435373,-0.10811680,-0.14293477,0.00428909,-0.98379982
58848187,20330,58848.251324273,-0.10817655,-0.14291221,0.00428835,-0.98379654
58848203,20331,58848.265213173,-0.10813081,-0.14294973,0.00423297,-0.98379630
58848203,20332,58848.279102173,-0.10812609,-0.14291352,0.00428139,-0.98380190
58848218,20333,58848.292991273,-0.10815430,-0.14295058,0.00426342,-0.98379350
58848234,20334,58848.306880273,-0.10818512,-0.14289673,0.00425118,-0.98379797
58848250,20335,58848.320769173,-0.10818415,-0.14289968,0.00425072,-0.98379767
58848265,20336,58848.334658273,-0.10812882,-0.14295228,0.00425215,-0.98379618
58848281,20337,58848.348547173,-0.10815562,-0.14292231,0.00427423,-0.98379743
58848296,20338,58848.362436173,-0.10813497,-0.14289731,0.00423837,-0.98380345
58848312,20339,58848.376325173,-0.10813311,-0.14291786,0.00424303,-0.98380071
58848328,20340,58848.390214173,-0.10812608,-0.14292905,0.00430001,-0.98379964
58848343,20341,58848.404103173,-0.10815473,-0.14293456,0.00428809,-0.98379576
58848359,20342,58848.417992273,-0.10818008,-0.14294599,0.00424208,-0.98379147
58848359,20343,58848.431881273,-0.10815652,-0.14288516,0.00426996,-0.98380274
58848390,20344,58848.445770273,-0.10818329,-0.14295587,0.00426412,-0.98378950
